line,movie,character,dialogue
896,The Two Towers,GOLLUM,Murderer.
897,The Two Towers,SMEAGOL,Go away.
898,The Two Towers,GOLLUM,Go away?
899,The Two Towers,SMEAGOL,I hate you.I hate you.
900,The Two Towers,GOLLUM,Where would you be without me?Gollum. Gollum.I saved us.It was me. We survived because of me.
901,The Two Towers,SMEAGOL,Not anymore.
902,The Two Towers,GOLLUM,What did you say?
903,The Two Towers,SMEAGOL,Master looks after us now.We don't need you.
904,The Two Towers,GOLLUM,What?
905,The Two Towers,SMEAGOL,Leave now......and never come back.
906,The Two Towers,GOLLUM,No.
907,The Two Towers,SMEAGOL,Leave now and never come back.
908,The Two Towers,SMEAGOL,Leave now and never come back!
909,The Two Towers,SARUMAN,Gandalf the White.Gandalf the Fool!Does he seek to humble mewith his newfound piety?
910,The Two Towers,GRIMA,"There were threewho followed the wizard.An Elf, a Dwarf and a Man."
911,The Two Towers,SARUMAN,You stink of horse.The Man......was he from Gondor?
912,The Two Towers,GRIMA,"No, from the North.One of the Dunedain RangersI thought he was.His cloth was poor.And yet he bore a strange ringTwo serpents with emerald eyes.. One devouringthe other crowned with golden flowers."
913,The Two Towers,SARUMAN,"The Ring of Barahir.So Gandalf Greyhamethinks he has found lsildur's heir.The lost king of Gondor.He is a fool.The line was broken years ago. ,It matters not.The world of Men shall fall.It will begin at Edoras."
914,The Two Towers,THEODEN,"I am ready, Gamling.Bring my horse."
915,The Two Towers,THEODEN,"This is not a defeat. We will return.,We will return."
916,The Two Towers,ARAGORN,'-ethelithon.
917,The Two Towers,ARWEN,Estelio guru l'n ne dagor.     Ethelithach.
918,The Two Towers,ARAGORN,'-bedin o gurth ne dagor.
919,The Two Towers,ARWEN,O man pedich?
920,The Two Towers,ARAGORN,"Edra le men, men na guil edwen. Haer o auth a n'r a naeth."
921,The Two Towers,ARWEN,Why are you saying this?
922,The Two Towers,ARAGORN,"I am mortal. You are Elf-kind.It was a dream, Arwen.Nothing more."
923,The Two Towers,ARWEN,I don't believe you.
924,The Two Towers,ARAGORN,This belongs to you.
925,The Two Towers,ARWEN,It was a gift.Keep it.
926,The Two Towers,EOWYN,My lord?
927,The Two Towers,ARAGORN,She is sailing to the Undying Landswith all that is left of her kin.
928,The Two Towers,GAMLING,What is it? Hama?
929,The Two Towers,HAMA,I'm not sure.
930,The Two Towers,GAMLING,Wargs!
931,The Two Towers,LEGOLAS,A scout!
932,The Two Towers,SMEAGOL,"We told him to go away.And away he goes, precious. ,Gone! Gone! Gone!Smeagol is free!"
933,The Two Towers,GOLLUM,Look.Look. See what Smeagol finds?
934,The Two Towers,GOLLUM,"They are young.They are tender. They are nice.Yes, they are. Eat them. Eat them!"
935,The Two Towers,SAM,"You'll make him sick, you will......behaving like that.    ,There's only one way to eata brace of coneys."
936,The Two Towers,GOLLUM,"What's it doing?Stupid, fat Hobbit.It ruins it."
937,The Two Towers,SAM,What's to ruin? There's hardly any meaton them.
938,The Two Towers,SAM,What we need is a few good taters.
939,The Two Towers,GOLLUM,"What's taters, precious?What's taters? Eh?"
940,The Two Towers,SAM,Po-ta-toes.
941,The Two Towers,SAM,"Boil them, mash themstick them in a stew.Lovely, big, golden chipswith a nice piece of fried fish."
942,The Two Towers,SAM,Even you couldn't say no to that.
943,The Two Towers,GOLLUM,"Oh, yes, we could.Spoil a nice fish. ,Give it to us raw...    ,...and wriggling.You keep nasty chips."
944,The Two Towers,SAM,You're hopeless.
945,The Two Towers,SAM,Mr. Frodo?
946,The Two Towers,SAM,Who are they?
947,The Two Towers,ARAGORN,You have some skill with a blade.
948,The Two Towers,EOWYN,Women of this country learned long ago:Those without swordscan still die upon them.I fear neither death nor pain.
949,The Two Towers,ARAGORN,"What do you fear, my lady?"
950,The Two Towers,EOWYN,A cage.To stay behind bars until useand old age accept them.And all chance of valor has gonebeyond recall or desire.
951,The Two Towers,ARAGORN,You're a daughter of kings......a shieldmaiden of Rohan.I do not think that would be your fate.
952,The Two Towers,GRIMA,"Theoden will not stay at Edoras.It's vulnerable. He knows this.,He will expect an attack on the city.,They will flee to Helm's Deep......the great fortress of Rohan.,It is a dangerous road to takethrough the mountains.,They will be slow.,They will have women and childrenwith them."
953,The Two Towers,SARUMAN,Send out your Warg-riders.
954,The Two Towers,SAM,"Hey, stinker, don't go gettingtoo far ahead."
955,The Two Towers,FRODO,Why do you do that?
956,The Two Towers,SAM,What?
957,The Two Towers,FRODO,Call him names.Run him down all the time.
958,The Two Towers,SAM,"Because.Because that's what he is, Mr. Frodo.There's naught left in himbut lies and deceit.It's the Ring he wants.It's all he cares about."
959,The Two Towers,FRODO,"You have no idea what it did to him......what it's still doing to him.,I want to help him, Sam."
960,The Two Towers,SAM,Why?
961,The Two Towers,THEODEN,What is it? What do you see?
962,The Two Towers,ARAGORN,Warg! We're under attack!
963,The Two Towers,ARAGORN,Get them out of here!
964,The Two Towers,THEODEN,All riders to the head of the column.
965,The Two Towers,GIMLI,Come on. Get me up here. I'm a rider.Come on!
966,The Two Towers,THEODEN,"You must lead the peopleto Helm's Deep, and make haste."
967,The Two Towers,EOWYN,I can fight.
968,The Two Towers,THEODEN,"No!You must do this, for me."
969,The Two Towers,THEODEN,Follow me!
970,The Two Towers,GIMLI,"Forward. I mean, charge forward."
971,The Two Towers,EOWYN,Make for the lower ground!
972,The Two Towers,GIMLI,That's it! Go on!
973,The Two Towers,EOWYN,Stay together!
974,The Two Towers,GIMLI,Bring your pretty face to my axe.
975,The Two Towers,GOLLUM,Wicked Men.Servants of Sauron.They are called to Mordor.The Dark One is gathering all armiesto him.It won't be long now.He will soon be ready.
976,The Two Towers,SAM,Ready to do what?
977,The Two Towers,GOLLUM,To make his war.The last war that will coverall the world in Shadow.
978,The Two Towers,FRODO,"We've got to get moving. Come on, Sam."
979,The Two Towers,SAM,Mr. Frodo.Look.It's an oliphaunt.
980,The Two Towers,SAM,No one at home will believe this.
981,The Two Towers,FRODO,Smeagol?
982,The Two Towers,FRODO,"We've lingered here too long.Come on, Sam."
983,The Two Towers,SAM,Wait! We're innocent travelers!
984,The Two Towers,FARAMIR,There are no travelers in this land.Only servants of the Dark Tower.
985,The Two Towers,FRODO,We are bound to an errand of secrecy.Those that claim to oppose the enemywould do well not to hinder us.
986,The Two Towers,FARAMIR,"The enemy? ,His sense of duty was no lessthan yours, I deem.,You wonder what his name is......where he came from.,And if he was really evil at heart.,What lies or threats led himon this long march from home.,If he would not rather have stayed there......in peace.,War will make corpses of us all.,Bind their hands."
987,The Two Towers,GIMLI,"It's true, you don't seemany Dwarf women.And in fact, they are so alikein voice and appearance......that they're often mistakenfor Dwarf men."
988,The Two Towers,FRODO,Because I have to believehe can come back.
989,The Two Towers,SAM,"You can't save him, Mr. Frodo."
990,The Two Towers,FRODO,"What do you know about it?Nothing! ,I'm sorry, Sam. I don't knowwhy I said that."
991,The Two Towers,SAM,"I do. ,It's the Ring.You can't take your eyes off it.I've seen you.You're not eating. You barely sleep. ,It's taken hold of you, Mr. Frodo. You have to fight it."
992,The Two Towers,FRODO,"I know what I have to do, Sam.The Ring was entrusted to me.It's my task.Mine! My own!"
993,The Two Towers,SAM,Can't you hear yourself?Don't you know who you sound like?
994,The Two Towers,GIMLI,"That one counts as mine! ,Stinking creature."
995,The Two Towers,LEGOLAS,Aragorn!
996,The Two Towers,GIMLI,Aragorn?
997,The Two Towers,GIMLI,Tell me what happenedand I will ease your passing.
998,The Two Towers,SHARKU,He's......dead.He took a little tumble off the cliff.
999,The Two Towers,LEGOLAS,"(,You lie."
1000,The Two Towers,THEODEN,Get the wounded on horses.The wolves of lsengard will return.Leave the dead.
1001,The Two Towers,THEODEN,Come.
1002,The Two Towers,PEOPLE,"At last! Helm's DeepThere it is, Helm's Deep.We're safe!"
1003,The Two Towers,LADY,"We're safe, my lady.Thank you."
1004,The Two Towers,FREDA,Mama!
1005,The Two Towers,MORWEN,Eothain!Freda!
1006,The Two Towers,EOWYN,Where is the rest?
1007,The Two Towers,SOLDIER,"This is all we could save, my lady."
1008,The Two Towers,EOWYN,Take it to the caves.
1009,The Two Towers,EOWYN,
1010,The Two Towers,THEODEN,"Simbelmyne. Ever has it grown on the tombs of my forebearers.,Now it shall cover the grave    of my son. Alas that these evil days should be mine. The young perish and     the old linger. That I should live......to see the last days of my house."
1011,The Two Towers,GANDALF,Theodred's death was not of your making.
1012,The Two Towers,THEODEN,No parent should have to bury their child.
1013,The Two Towers,GANDALF,"He was strong in life. His spirit will find its way to the halls of your     fathers. Westu h'l. Fer'u, Th'odred, Fer'u."
1014,The Two Towers,EOWYN,"They had no warning. They were unarmed. Now the Wild Men are moving     through the Westfold, burning as they go. Rick, cot and tree."
1015,The Two Towers,FREDA,Where is Mama?
1016,The Return of the King,ARAGORN,Pull back! Pull back!
1017,The Return of the King,SAM,"It's gone Mr Frodo. The light's passed on, away towards the North.     Something's drawn its gaze."
1018,The Return of the King,ARAGORN,Hold your ground! Hold your ground!
1019,The Return of the King,ARAGORN,"Sons of Gondor, of Rohan, my brothers. (They listen to him.) I see it in     your eyes, the same fear that would take the heart of me. A day may come     when the courage of men fails, when we forsake our friends and break all     bonds of fellowship, but it is not this day! An hour of wolves and shattered     shields when the age of men comes crashing down, but it is not this day!     This day we fight!"
1020,The Return of the King,ARAGORN,"By all that you hold dear on this good earth, I bid you stand! Men of the     West!"
1021,The Return of the King,GIMLI,Never thought I'd die fighting side by side with an elf.
1022,The Two Towers,GANDALF,The veiling shadow that glowers in the east takes shape.Sauron will suffer no rival.From the summit of Barad-durhis Eye watches ceaselessly.But he is not so mighty yetthat he is above fear.Doubt ever gnaws at him.The rumor has reached him.The heir of Numenor still lives.
1023,The Two Towers,ARAGORN,It's the beards.
1024,The Two Towers,GIMLI,"This, in turn, has given riseto the belief......that there are no Dwarf women......and that Dwarves just spring outof holes in the ground..."
1025,The Two Towers,GIMLI,"...which is, of course, ridiculous."
1026,The Two Towers,GIMLI,It's all right. Nobody panic.That was deliberate.It was deliberate.
1027,The Two Towers,THEODEN,I haven't seen my niece smilefor a long time.She was a girl when they broughther father back dead.Cut down by Orcs.She watched her mothersuccumb to grief.
1028,The Two Towers,THEODEN,Then she was left aloneto tend her king in growing fear.Doomed to wait upon an old manwho should have loved her as a father.
1029,The Two Towers,EOWYN,Gimli.?
1030,The Two Towers,GIMLI,"No, I couldn'tI really couldn't."
1031,The Two Towers,GAMLING,Make way for the king.Make way for Theoden.Make way for the king.
1032,The Two Towers,EOWYN,So few. So few of you have returned.
1033,The Two Towers,THEODEN,Our people are safe.We have paid for it with many lives.
1034,The Two Towers,GIMLI,My lady.
1035,The Two Towers,EOWYN,Lord Aragorn......where is he?
1036,The Two Towers,GIMLI,He fell.
1037,The Two Towers,THEODEN,Draw all our forces behind the wall.Bar the gate.And set a watch on the surround.
1038,The Two Towers,GAMLING,"What of those who cannot fight, my lord?The women and children?"
1039,The Two Towers,THEODEN,"Get them into the caves. , Saruman's arm will have grown long indeed if he thinks he can     reach us here."
1040,The Two Towers,GRIMA,Helm's Deep has one weakness.Its outer wall is solid rock......but for a small culvertat its base...... which is little more than a drain.
1041,The Two Towers,GRIMA,How? How can fire undo stone?
1042,The Two Towers,EOWYN,Sssh
1043,The Two Towers,GANDALF,"This is but a taste of the terror that Saruman will unleash.    ,All     the more potent for he is driven now by fear of Sauron. Ride out and meet     him head on. Draw him away from your women and children.    , You must     fight."
1044,The Two Towers,ARAGORN,You have 2000 good men riding north as we speak. Eomer is loyal to you.     His men will return and fight for their king.
1045,The Two Towers,THEODEN,They will be 300     leagues from here by now. Eomer cannot help us. I know what it is you want     of me......but I will not bring further death to my people. I will not risk     open war.
1046,The Two Towers,ARAGORN,"Open war is upon you, whether you would risk it or not."
1047,The Two Towers,THEODEN,"When last I looked......Theoden, not Aragorn, was King of Rohan."
1048,The Two Towers,HAMA,By order of the king......the city must empty. We make for the refuge of     Helm's Deep.
1049,The Two Towers,HAMA,Do not burden yourself with treasures. Take only what provisions you     need.
1050,The Two Towers,GANDALF,Helm's Deep.
1051,The Two Towers,GIMLI,They flee to the mountains when they should stand and fight. Who will     defend them if not their king?
1052,The Two Towers,ARAGORN,He's only doing what he thinks is best for his people. Helm's Deep has     saved them in the past.
1053,The Two Towers,GANDALF,"There is no way out of that ravine. Theoden is walking into a trap. He     thinks he's leading them to safety. What they will get is a massacre.     Theoden has a strong will, but I fear for him. I fear for the survival of     Rohan. , He will need     you before the end,    Aragorn. The people of Rohan will need you. ,The defenses , to hold."
