line,movie,character,dialogue
1378,The Two Towers,SAM,There are dead things!Dead faces in the water.
1379,The Two Towers,GOLLUM,"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights."
1380,The Two Towers,GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own.
1381,The Two Towers,SAM,Frodo!
1382,The Two Towers,FRODO,Gollum?
1383,The Two Towers,GOLLUM,Don't follow the lights.
1384,The Two Towers,FRODO,Gollum!
1385,The Two Towers,SAM,Mr. Frodo!Are you all right?
1386,The Two Towers,GOLLUM,So bright.So beautiful.
1387,The Two Towers,GOLLUM,(strokes his own palm)Our precious.
1388,The Two Towers,FRODO,What did you say?
1389,The Two Towers,GOLLUM,Master should be resting.Master needs to keep up his strength.
1390,The Two Towers,FRODO,Who are you?
1391,The Two Towers,GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum.
1392,The Return of the King,SAM,It must be getting near teatime. Leastways it would be in decent places     where there is still teatime.
1393,The Return of the King,GOLLUM,We're not in decent places.
1394,The Return of the King,SAM,Mr Frodo?  What is it?
1395,The Return of the King,FRODO,It's just a feeling.  I don't think I'll be coming back.
1396,The Return of the King,SAM,Yes you will.  Of course you will.  That's just morbid thinking.  We're     going there and back again just like Mr Bilbo.  You'll see.
1397,The Return of the King,FRODO,I think these lands were once part of the Kingdom of Gondor.
1398,The Return of the King,FRODO,"Long ago, when there was a King."
1399,The Return of the King,SAM,"Mr Frodo, look!  The King has got a crown again."
1400,The Fellowship of the Ring,MERRY,What are     they eating when they can't get hobbit ?
1401,The Fellowship of the Ring,STRIDER,
1402,The Fellowship of the Ring,FRODO,Who is     she ? This woman you sing of ?
1403,The Fellowship of the Ring,STRIDER,Tis the Lady of L'thien. The Elf Maiden who gave her love     to Beren ... a mortal
1404,The Fellowship of the Ring,FRODO,What happened to her?
1405,The Fellowship of the Ring,STRIDER,She died.
1406,The Fellowship of the Ring,SARUMAN,The power of Isengard is at your command
1407,The Fellowship of the Ring,SARUMAN,Sauron.  Lord of the Earth
1408,The Fellowship of the Ring,GIMLI,Stay close young     hobbits.
1409,The Fellowship of the Ring,GALADRIEL VOICE-OVER,"Frodo! , Frodo!"
1410,The Fellowship of the Ring,GIMLI,..and are never seen again
1411,The Fellowship of the Ring,GALADRIEL VOICE-OVER,"Your coming to us , is as the footsteps of doom.     You bring great evil here! ,Ringbearer!"
1412,The Fellowship of the Ring,SAM,Mr Frodo ?
1413,The Fellowship of the Ring,GIMLI,"Well!  Here's one dwarf she won't ensnare so easily! I     have the eyes of a hawk, and ears of a fox!"
1414,The Fellowship of the Ring,GIMLI,Oh!
1415,The Fellowship of the Ring,HALDIR,"The dwarf     breathes so loud, we could have shot him in the dark."
1416,The Fellowship of the Ring,HALDIR,"Mae govannen, Legolas Thranduilion."
1417,The Two Towers,SAM,You never know.
1418,The Two Towers,FRODO,Sam. My dear Sam.
1419,The Two Towers,SAM,"It's very special, that.It's the best salt in all the Shire."
1420,The Two Towers,FRODO,It is special. It's a little bit of home.
1421,The Two Towers,FRODO,We can't leave this here for someoneto follow us down.
1422,The Two Towers,SAM,"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope.    Well, there's nothing for it.It's one of my knots.Won't come free in a hurry."
1423,The Two Towers,FRODO,Real Elvish rope.
1424,The Two Towers,SAM,"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get.    Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way."
1425,The Two Towers,FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did."
1426,The Two Towers,SAM,"Mr. Frodo?It's the Ring, isn't it?"
1427,The Two Towers,FRODO,It's getting heavier.
1428,The Two Towers,FRODO,What food have we got left?
1429,The Two Towers,SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread."
1430,The Two Towers,SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad."
1431,The Two Towers,FRODO,"Nothing ever dampens your spiritsdoes it, Sam?"
1432,The Fellowship of the Ring,BILBO,"My old sword, Sting , Here, take it, take it."
1433,The Fellowship of the Ring,FRODO,Its so light!
1434,The Fellowship of the Ring,BILBO,"Yes Yes , Made by the elves you know.  The blade glows blue     when orcs are close and its times like that my lad, when you have to be     extra careful.    Here's a pretty thing. , Mithril!    ,     as light as a feather and as hard as dragon scales.  Let me see you put     it on, go on."
1435,The Fellowship of the Ring,BILBO,"My my     old ring.  Well I should... very much like to hold it again, one last     time."
1436,The Fellowship of the Ring,BILBO,"I'm sorry I brought this upon you my boy    , I'm sorry that you must carry this     burden , I'm sorry for everything"
1437,The Fellowship of the Ring,ELROND,"The Ringbearer is setting out on the quest of Mount Doom and     you who travel with him, , no oath nor bond is laid to go further than you will    , Farewell. Hold to     your purpose and may the blessings of elves , and men ,,     and all free folk , go with     you."
1438,The Fellowship of the Ring,BOROMIR,You are no elf
1439,The Fellowship of the Ring,ARAGORN,Men of the South are welcome here
1440,The Fellowship of the Ring,BOROMIR,Who are you ?
1441,The Fellowship of the Ring,ARAGORN,I'm a friend of Gandalf the Grey
1442,The Fellowship of the Ring,BOROMIR,"Then we are here on a     common purpose , friend."
1443,The Fellowship of the Ring,BOROMIR,"The shards of Narsil ,  The blade that cut the Ring from     Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom"
1444,The Fellowship of the Ring,ARWEN,"Why do you fear the past.  You are Isildur's heir, not     Isildur himself.  You are not bound to his fate"
1445,The Return of the King,PIPPIN,"He's not dead. HE'S NOT DEAD , NO! NO! He's not dead."
1446,The Return of the King,DENETHOR,Farewell Peregrin son of Paladin.
1447,The Return of the King,PIPPIN,NO! NO!
1448,The Return of the King,DENETHOR,"I release you from my service. ,Go now and die and what way seems best to you."
1449,The Return of the King,SOLDIER,"Come on soldier, move it."
1450,The Return of the King,SOLDIER,"Hurry along there, hurry along."
1451,The Return of the King,PIPPIN,"Gandalf! , Where's     Gandalf? , GANDALF!"
1452,The Two Towers,SNAGA,Just a mouthful......a bit of the flank.
1453,The Two Towers,UGLUK,Looks like meat's back on the menuboys.
1454,The Two Towers,MERRY,Pippin.Let's go.
1455,The Two Towers,GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.
1456,The Two Towers,MERRY,Pippin!
1457,The Two Towers,PIPPIN,Aaaaaaaagh!
1458,The Two Towers,LEGOLAS,A red sun rises.Blood has been spilled this night.
1459,The Two Towers,ARAGORN,Riders of Rohan......what news from the Mark?
1460,The Two Towers,EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly!"
1461,The Two Towers,GIMLI,"Give me your name, horse-masterand I shall give you mine."
1462,The Two Towers,EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground."
1463,The Two Towers,LEGOLAS,You would die before your stroke fell.
1464,The Two Towers,ARAGORN,"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king."
1465,The Two Towers,EOMER,"Theoden no longer recognizesfriend from foe. Not even his own kin. ,Saruman has poisoned the mindof the king......and claimed lordship over these lands.    My company are those loyal to Rohan.And for that, we are banished.The White Wizard is cunning.He walks here and there, they say......as an old man hooded and cloaked.And everywhere, his spiesslip past our nets."
1466,The Return of the King,SOLDIER,Very good sir.
1467,The Return of the King,THEODEN,Gamling.
1468,The Return of the King,GAMLING,My lord!
1469,The Return of the King,THEODEN,Make haste across the Riddermark.  Summon every able-bodied man to     Dunharrow.
1470,The Return of the King,GAMLING,I will.
1471,The Return of the King,ARAGORN,Do you ride with us?
1472,The Return of the King,EOWYN,"Just to the encampment.  It's tradition for the women of the court to     farewell the men.  ,         The men have found their captain.  They will follow you into battle.  Even     to death.  You have given us hope."
1473,The Return of the King,MERRY,"Excuse me!  , I have     a sword.  Please accept it!  , I offer you my service Theoden King."
1474,The Return of the King,THEODEN,"And gladly, I accept it.  ,      You shall be Meriadoc, esquire of Rohan."
1475,The Return of the King,GIMLI,"Horse men!  I wish I could muster an army of Dwarves, fully armed and     filthy."
1476,The Return of the King,LEGOLAS,Your kinsmen may have no need to ride to war.  I fear war already     marches on their own lands.
1477,The Return of the King,THEODEN,
1478,The Return of the King,EOMER,"Now is the hour,     Riders of Rohan.  Oaths you have taken.  Now fulfil them all, to Lord and     Land!  Hah!"
1479,The Two Towers,PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children?
1480,The Two Towers,TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years.
1481,The Two Towers,MERRY,Why is that?
1482,The Two Towers,TREEBEARD,We lost the Entwives.
1483,The Two Towers,PIPPIN,"Oh, I'm sorry. How did they die?"
1484,The Two Towers,TREEBEARD,Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire?
1485,The Two Towers,MERRY,"Can't say that I have. You, Pip?"
1486,The Two Towers,PIPPIN,What do they     look like?
1487,The Two Towers,TREEBEARD,I don't remember now.
1488,The Two Towers,GANDALF,"Edoras and the Golden Hall of Meduseld. There dwells Theoden,     King of Rohan...... whose mind is overthrown. Saruman's hold over King     Theoden is now very strong."
1489,The Two Towers,EOWYN,"My lord, your son......he is dead. , My lord? Uncle? Will you not go to him? Will you do     nothing?"
1490,The Two Towers,GANDALF,Be careful what you say.Do not look for welcome here.
1491,The Two Towers,GRIMA,"Oh, he must have died sometime in the night. What a tragedy     for the king......to lose his only son and heir."
1492,The Return of the King,GANDALF,I've sent him to his death.
1493,The Return of the King,ARAGORN,No.  There is still hope for Frodo.  He needs time and safe passage across the plains of    Gorgoroth.  We can give him that.
1494,The Return of the King,GIMLI,How?
1495,The Return of the King,ARAGORN,Draw out Sauron's armies.  Empty his lands.   Then we gather our full strength and march on the Black Gate.
1496,The Return of the King,EOMER,We cannot achieve victory through strength of arms.
1497,The Return of the King,ARAGORN,Not for ourselves.  But we can give Frodo his chance if we keep Sauron's eye fixed upon us.   Keep him blind to all else that moves.
1498,The Return of the King,LEGOLAS,A diversion.
1499,The Return of the King,GIMLI,"Certainty of death, small chance of success, what are we waiting for?"
1500,The Return of the King,GANDALF,Sauron will suspect a trap.  He will not take the bait.
1501,The Return of the King,ARAGORN,"Oh, I think he will."
1502,The Return of the King,ARAGORN,"Long have you hunted me.  Long have I eluded you.  No more! ,  Behold, the Sword of Elendil!"
1503,The Two Towers,EOTHAIN,"Yes, Mama."
1504,The Two Towers,FREDA,"I don't want to leave.I don't want to go, Mama."
1505,The Two Towers,MORWEN,"Freda, I will find     you there."
1506,The Two Towers,MORWEN,"Quickly! ,Go, child."
1507,The Two Towers,SARUMAN VOICE OVER,"Rohan, my lord......is ready to fall."
1508,The Two Towers,EOMER,Theodred.Find the king's son!
1509,The Two Towers,ROHAN HORSEMAN,Mordor will pay for this
1510,The Two Towers,EOMER,These Orcs are not from Mordor.
1511,The Two Towers,ROHAN HORSEMAN,"My Lord Eomer, over here!"
1512,The Two Towers,EOMER,He's alive.
1513,The Two Towers,EOWYN,Theodred.
1514,The Two Towers,EOWYN,"Your son is badly wounded, my lord."
1515,The Two Towers,EOMER,He was ambushed by Orcs.If we don't defend our countrySaruman will take it by force
1516,The Two Towers,GRIMA,That is a lie.Saruman the White has ever beenour friend and ally.
1517,The Two Towers,FRODO,Gandalf told me you wereone of the river-folk.
1518,The Two Towers,GOLLUM,Cold be heart and hand and boneCold be travellers far from home
1519,The Two Towers,FRODO,He said your life was a sad story.
1520,The Two Towers,GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead
1521,The Two Towers,FRODO,You were not so very differentfrom a Hobbit once.Were you?Smeagol.
1522,The Two Towers,GOLLUM,What did you call me?
1523,The Two Towers,FRODO,"That was your name once, wasn't it?A long time ago."
1524,The Two Towers,GOLLUM,My name.My name.Smeagol.
1525,The Two Towers,GOLLUM,Aagh!
1526,The Two Towers,SAM,Black Riders!
1527,The Two Towers,GOLLUM,Hide! Hide!
1528,The Two Towers,FRODO,Aagh!
1529,The Two Towers,FRODO,Aagh!
1530,The Two Towers,SAM,"Come on, Frodo. Come on!"
1531,The Two Towers,GOLLUM,Quick! They will see us!They will see us!
1532,The Two Towers,SAM,I thought they were dead.
1533,The Return of the King,GOLLUM,"Come on, Hobbits!  Mustn't stop now.   This way!"
1534,The Return of the King,PIPPIN,"So I imagine this is just a ceremonial position.  ,  I mean, they don't actually expect me to do any     fighting,   do they?"
1535,The Return of the King,GANDALF,You're in the service of the steward now.  You'll have to do as you are     told Peregrin Took.
